iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,death_rate
CHN,Asia,China,2020-02-16,70446.0,2099.0,4379.429,1765.0,103.0,123.0,48.778,1.453,3.032,1.222,0.071,0.085,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.025054651790023565
CHN,Asia,China,2020-02-17,72364.0,1918.0,4294.0,1863.0,98.0,121.714,50.106,1.328,2.973,1.29,0.068,0.084,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.025744845503288927
CHN,Asia,China,2020-02-18,74139.0,1775.0,4258.857,2002.0,139.0,127.286,51.335,1.229,2.949,1.386,0.096,0.088,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.027003331579870244
CHN,Asia,China,2020-02-19,74546.0,407.0,4263.857,2114.0,112.0,142.571,51.617,0.282,2.952,1.464,0.078,0.099,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.028358329085396938
CHN,Asia,China,2020-02-20,74999.0,453.0,2166.714,2236.0,122.0,124.0,51.931,0.314,1.5,1.548,0.084,0.086,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.029813730849744664
CHN,Asia,China,2020-02-21,75472.0,473.0,1311.429,2236.0,0.0,102.286,52.258,0.328,0.908,1.548,0.0,0.071,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.02962688149247403
CHN,Asia,China,2020-02-22,76922.0,1450.0,1225.0,2441.0,205.0,111.286,53.262,1.004,0.848,1.69,0.142,0.077,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03173344426821976
CHN,Asia,China,2020-02-23,76938.0,16.0,927.429,2443.0,2.0,96.857,53.273,0.011,0.642,1.692,0.001,0.067,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.031752839949049885
CHN,Asia,China,2020-02-24,77152.0,214.0,684.0,2593.0,150.0,104.286,53.421,0.148,0.474,1.795,0.104,0.072,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03360897967648279
CHN,Asia,China,2020-02-25,77660.0,508.0,503.0,2663.0,70.0,94.429,53.773,0.352,0.348,1.844,0.048,0.065,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03429049703837239
CHN,Asia,China,2020-02-26,78065.0,405.0,502.714,2715.0,52.0,85.857,54.054,0.28,0.348,1.88,0.036,0.059,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.034778710049317874
CHN,Asia,China,2020-02-27,78498.0,433.0,499.857,2744.0,29.0,72.571,54.353,0.3,0.346,1.9,0.02,0.05,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03495630461922597
CHN,Asia,China,2020-02-28,78824.0,326.0,478.857,2788.0,44.0,78.857,54.579,0.226,0.332,1.93,0.03,0.055,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03536993808992185
CHN,Asia,China,2020-02-29,79251.0,427.0,332.714,2835.0,47.0,56.286,54.875,0.296,0.23,1.963,0.033,0.039,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03577241927546656
CHN,Asia,China,2020-03-01,79826.0,575.0,412.571,2870.0,35.0,61.0,55.273,0.398,0.286,1.987,0.024,0.042,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03595319820609826
CHN,Asia,China,2020-03-02,80026.0,200.0,410.571,2912.0,42.0,45.571,55.411,0.138,0.284,2.016,0.029,0.032,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03638817384350086
CHN,Asia,China,2020-03-03,80151.0,125.0,355.857,2945.0,33.0,40.286,55.498,0.087,0.246,2.039,0.023,0.028,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.036743147309453404
CHN,Asia,China,2020-03-04,80271.0,120.0,315.143,2981.0,36.0,38.0,55.581,0.083,0.218,2.064,0.025,0.026,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03713669943067858
CHN,Asia,China,2020-03-05,80422.0,151.0,274.857,3013.0,32.0,38.429,55.686,0.105,0.19,2.086,0.022,0.027,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.037464872796001095
CHN,Asia,China,2020-03-06,80573.0,151.0,249.857,3042.0,29.0,36.286,55.79,0.105,0.173,2.106,0.02,0.025,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03775458280069006
CHN,Asia,China,2020-03-07,80652.0,79.0,200.143,3070.0,28.0,33.571,55.845,0.055,0.139,2.126,0.019,0.023,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0380647721073253
CHN,Asia,China,2020-03-08,80699.0,47.0,124.714,3097.0,27.0,32.429,55.877,0.033,0.086,2.144,0.019,0.022,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.038377179395035876
CHN,Asia,China,2020-03-09,80735.0,36.0,101.286,3120.0,23.0,29.714,55.902,0.025,0.07,2.16,0.016,0.021,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03864494952622778
CHN,Asia,China,2020-03-10,80757.0,22.0,86.571,3136.0,16.0,27.286,55.918,0.015,0.06,2.171,0.011,0.019,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03883254702378741
CHN,Asia,China,2020-03-11,80785.0,28.0,73.429,3158.0,22.0,25.286,55.937,0.019,0.051,2.187,0.015,0.018,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03909141548554806
CHN,Asia,China,2020-03-12,80793.0,8.0,53.0,3169.0,11.0,22.286,55.942,0.006,0.037,2.194,0.008,0.015,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.039223695122102165
CHN,Asia,China,2020-03-13,80801.0,8.0,32.571,3176.0,7.0,19.143,55.948,0.006,0.023,2.199,0.005,0.013,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.039306444227175406
CHN,Asia,China,2020-03-14,80827.0,26.0,25.0,3189.0,13.0,17.0,55.966,0.018,0.017,2.208,0.009,0.012,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03945463768295248
CHN,Asia,China,2020-03-15,80848.0,21.0,21.286,3199.0,10.0,14.571,55.981,0.015,0.015,2.215,0.007,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.039568078369285574
CHN,Asia,China,2020-03-16,80867.0,19.0,18.857,3213.0,14.0,13.286,55.994,0.013,0.013,2.225,0.01,0.009,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.039731905474420966
CHN,Asia,China,2020-03-17,80884.0,17.0,18.143,3226.0,13.0,12.857,56.005,0.012,0.013,2.234,0.009,0.009,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.03988427872014243
CHN,Asia,China,2020-03-18,80906.0,22.0,17.286,3237.0,11.0,11.286,56.021,0.015,0.012,2.241,0.008,0.008,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040009393617284256
CHN,Asia,China,2020-03-19,80931.0,25.0,19.714,3245.0,8.0,10.857,56.038,0.017,0.014,2.247,0.006,0.008,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04009588414822503
CHN,Asia,China,2020-03-20,80977.0,46.0,25.143,3249.0,4.0,10.429,56.07,0.032,0.017,2.25,0.003,0.007,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04012250392086642
CHN,Asia,China,2020-03-21,81014.0,37.0,26.714,3255.0,6.0,9.429,56.095,0.026,0.018,2.254,0.004,0.007,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04017824079788679
CHN,Asia,China,2020-03-22,81094.0,80.0,35.143,3270.0,15.0,10.143,56.151,0.055,0.024,2.264,0.01,0.007,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04032357511036575
CHN,Asia,China,2020-03-23,81118.0,24.0,35.857,3270.0,0.0,8.143,56.167,0.017,0.025,2.264,0.0,0.006,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040311644764417266
CHN,Asia,China,2020-03-24,81180.0,62.0,42.286,3277.0,7.0,7.286,56.21,0.043,0.029,2.269,0.005,0.005,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04036708548903671
CHN,Asia,China,2020-03-25,81221.0,41.0,45.0,3281.0,4.0,6.286,56.239,0.028,0.031,2.272,0.003,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040395956710702896
CHN,Asia,China,2020-03-26,81298.0,77.0,52.429,3287.0,6.0,6.0,56.292,0.053,0.036,2.276,0.004,0.004,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040431498929862975
CHN,Asia,China,2020-03-27,81345.0,47.0,52.571,3292.0,5.0,6.143,56.325,0.033,0.036,2.279,0.003,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04046960476980761
CHN,Asia,China,2020-03-28,81401.0,56.0,55.286,3295.0,3.0,5.714,56.363,0.039,0.038,2.282,0.002,0.004,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04047861819879363
CHN,Asia,China,2020-03-29,81444.0,43.0,50.0,3300.0,5.0,4.286,56.393,0.03,0.035,2.285,0.003,0.003,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04051863857374392
CHN,Asia,China,2020-03-30,81478.0,34.0,51.429,3304.0,4.0,4.857,56.417,0.024,0.036,2.288,0.003,0.003,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040550823535187415
CHN,Asia,China,2020-03-31,81524.0,46.0,49.143,3305.0,1.0,4.0,56.449,0.032,0.034,2.288,0.001,0.003,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04054020901820323
CHN,Asia,China,2020-04-01,81555.0,31.0,47.714,3312.0,7.0,4.429,56.47,0.021,0.033,2.293,0.005,0.003,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040610630862608056
CHN,Asia,China,2020-04-02,81589.0,34.0,41.571,3318.0,6.0,4.429,56.494,0.024,0.029,2.297,0.004,0.003,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040667246810231775
CHN,Asia,China,2020-04-03,81623.0,34.0,39.714,3322.0,4.0,4.286,56.517,0.024,0.027,2.3,0.003,0.003,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040699312693726036
CHN,Asia,China,2020-04-04,81638.0,15.0,33.857,3326.0,4.0,4.429,56.528,0.01,0.023,2.303,0.003,0.003,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04074083147553835
CHN,Asia,China,2020-04-05,81668.0,30.0,32.0,3329.0,3.0,4.143,56.548,0.021,0.022,2.305,0.002,0.003,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040762599794289076
CHN,Asia,China,2020-04-06,81707.0,39.0,32.714,3331.0,2.0,3.857,56.575,0.027,0.023,2.306,0.001,0.003,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040767620889275095
CHN,Asia,China,2020-04-07,81739.0,32.0,30.714,3331.0,0.0,3.714,56.597,0.022,0.021,2.306,0.0,0.003,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040751660773926765
CHN,Asia,China,2020-04-08,81804.0,65.0,35.571,3333.0,2.0,3.0,56.642,0.045,0.025,2.308,0.001,0.002,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04074372891301159
CHN,Asia,China,2020-04-09,81865.0,61.0,39.429,3335.0,2.0,2.429,56.685,0.042,0.027,2.309,0.001,0.002,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0407378000366457
CHN,Asia,China,2020-04-10,81907.0,42.0,40.571,3336.0,1.0,2.0,56.714,0.029,0.028,2.31,0.001,0.001,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.040729119611266434
CHN,Asia,China,2020-04-11,81969.0,62.0,47.286,3339.0,3.0,1.857,56.757,0.043,0.033,2.312,0.002,0.001,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04073491197891886
CHN,Asia,China,2020-04-12,82085.0,116.0,59.571,3339.0,0.0,1.429,56.837,0.08,0.041,2.312,0.0,0.001,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04067734665285984
CHN,Asia,China,2020-04-13,82159.0,74.0,64.571,3341.0,2.0,1.429,56.888,0.051,0.045,2.313,0.001,0.001,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04066505191153739
CHN,Asia,China,2020-04-14,82249.0,90.0,72.857,3341.0,0.0,1.429,56.951,0.062,0.05,2.313,0.0,0.001,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04062055465719948
CHN,Asia,China,2020-04-15,82294.0,45.0,70.0,3342.0,1.0,1.286,56.982,0.031,0.048,2.314,0.001,0.001,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.04061049408219311
CHN,Asia,China,2020-04-16,82341.0,47.0,68.0,3342.0,0.0,1.0,57.014,0.033,0.047,2.314,0.0,0.001,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0405873137319197
CHN,Asia,China,2020-04-17,82694.0,353.0,112.429,4632.0,1290.0,185.143,57.259,0.244,0.078,3.207,0.893,0.128,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.056013737393281256
CHN,Asia,China,2020-04-18,82718.0,24.0,107.0,4632.0,0.0,184.714,57.275,0.017,0.074,3.207,0.0,0.128,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05599748543243309
CHN,Asia,China,2020-04-19,82735.0,17.0,92.857,4632.0,0.0,184.714,57.287,0.012,0.064,3.207,0.0,0.128,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0559859793316009
CHN,Asia,China,2020-04-20,82747.0,12.0,84.0,4632.0,0.0,184.429,57.295,0.008,0.058,3.207,0.0,0.128,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05597786022453986
CHN,Asia,China,2020-04-21,82779.0,32.0,75.714,4632.0,0.0,184.429,57.318,0.022,0.052,3.207,0.0,0.128,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05595622078063277
CHN,Asia,China,2020-04-22,82790.0,11.0,70.857,4632.0,0.0,184.286,57.325,0.008,0.049,3.207,0.0,0.128,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.055948786085276
CHN,Asia,China,2020-04-23,82804.0,14.0,66.143,4632.0,0.0,184.286,57.335,0.01,0.046,3.207,0.0,0.128,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05593932660257959
CHN,Asia,China,2020-04-24,82819.0,15.0,17.857,4632.0,0.0,0.0,57.345,0.01,0.012,3.207,0.0,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05592919499148746
CHN,Asia,China,2020-04-25,82827.0,8.0,15.571,4632.0,0.0,0.0,57.351,0.006,0.011,3.207,0.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05592379296606179
CHN,Asia,China,2020-04-26,82830.0,3.0,13.571,4633.0,1.0,0.143,57.353,0.002,0.009,3.208,0.001,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.055933840395991793
CHN,Asia,China,2020-04-27,82836.0,6.0,12.714,4633.0,0.0,0.143,57.357,0.004,0.009,3.208,0.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05592978898063644
CHN,Asia,China,2020-04-28,82858.0,22.0,11.286,4633.0,0.0,0.143,57.372,0.015,0.008,3.208,0.0,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05591493881097782
CHN,Asia,China,2020-04-29,82862.0,4.0,10.286,4633.0,0.0,0.143,57.375,0.003,0.007,3.208,0.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.05591223962733219
