iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,death_rate
KEN,Africa,Kenya,2020-05-20,1029.0,66.0,41.714,50.0,0.0,1.429,18.714,1.2,0.759,0.909,0.0,0.026,1.56,,,,,,,,,2621.0,49405.0,0.899,0.048,1996.0,0.036,0.0209,47.8,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.04859086491739553
KEN,Africa,Kenya,2020-05-21,1109.0,80.0,50.143,50.0,0.0,1.143,20.169,1.455,0.912,0.909,0.0,0.021,1.53,,,,,,,,,3102.0,52507.0,0.955,0.056,2227.0,0.041,0.0225,44.4,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.04508566275924256
KEN,Africa,Kenya,2020-05-22,1161.0,52.0,54.286,50.0,0.0,0.714,21.115,0.946,0.987,0.909,0.0,0.013,1.42,,,,,,,,,2567.0,55074.0,1.002,0.047,2294.0,0.042,0.0237,42.3,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.04306632213608958
KEN,Africa,Kenya,2020-05-23,1192.0,31.0,51.714,50.0,0.0,0.0,21.678,0.564,0.941,0.909,0.0,0.0,1.34,,,,,,,,,,,,,2257.0,0.041,0.0229,43.6,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.04194630872483222
KEN,Africa,Kenya,2020-05-24,1214.0,22.0,46.714,51.0,1.0,0.143,22.078,0.4,0.85,0.928,0.018,0.003,1.37,,,,,,,,,,59260.0,1.078,,2221.0,0.04,0.021,47.5,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.042009884678747944
KEN,Africa,Kenya,2020-05-25,1286.0,72.0,53.429,52.0,1.0,0.286,23.388,1.309,0.972,0.946,0.018,0.005,1.54,,,,,,,,,2711.0,61971.0,1.127,0.049,2446.0,0.044,0.0218,45.8,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.04043545878693624
KEN,Africa,Kenya,2020-05-26,1348.0,62.0,55.0,52.0,0.0,0.286,24.515,1.128,1.0,0.946,0.0,0.005,1.63,,,,,,,,,2293.0,64264.0,1.169,0.042,2497.0,0.045,0.022,45.4,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03857566765578635
KEN,Africa,Kenya,2020-05-27,1471.0,123.0,63.143,55.0,3.0,0.714,26.752,2.237,1.148,1.0,0.055,0.013,1.75,,,,,,,,,3077.0,67341.0,1.225,0.056,2562.0,0.047,0.0246,40.6,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.037389530931339225
KEN,Africa,Kenya,2020-05-28,1618.0,147.0,72.714,58.0,3.0,1.143,29.426,2.673,1.322,1.055,0.055,0.021,1.76,,,,,,,,,2831.0,70172.0,1.276,0.051,2524.0,0.046,0.0288,34.7,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03584672435105068
KEN,Africa,Kenya,2020-05-29,1745.0,127.0,83.429,62.0,4.0,1.714,31.736,2.31,1.517,1.128,0.073,0.031,1.67,,,,,,,,,3831.0,74003.0,1.346,0.07,2704.0,0.049,0.0309,32.4,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03553008595988539
KEN,Africa,Kenya,2020-05-30,1888.0,143.0,99.429,63.0,1.0,1.857,34.336,2.601,1.808,1.146,0.018,0.034,1.53,,,,,,,,,,,,,2729.0,0.05,0.0364,27.4,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03336864406779661
KEN,Africa,Kenya,2020-05-31,1962.0,74.0,106.857,64.0,1.0,1.857,35.682,1.346,1.943,1.164,0.018,0.034,1.36,,,,,,,,,,78536.0,1.428,,2754.0,0.05,0.0388,25.8,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.0326197757390418
KEN,Africa,Kenya,2020-06-01,2021.0,59.0,105.0,69.0,5.0,2.429,36.755,1.073,1.91,1.255,0.091,0.044,1.28,,,,,,,,,1518.0,80054.0,1.456,0.028,2583.0,0.047,0.0407,24.6,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03414151410192974
KEN,Africa,Kenya,2020-06-02,2093.0,72.0,106.429,71.0,2.0,2.714,38.064,1.309,1.936,1.291,0.036,0.049,1.26,,,,,,,,,2892.0,82946.0,1.509,0.053,2669.0,0.049,0.0399,25.1,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03392259913999045
KEN,Africa,Kenya,2020-06-03,2216.0,123.0,106.429,74.0,3.0,2.714,40.301,2.237,1.936,1.346,0.055,0.049,1.27,,,,,,,,,2112.0,85058.0,1.547,0.038,2531.0,0.046,0.0421,23.8,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.033393501805054154
KEN,Africa,Kenya,2020-06-04,2340.0,124.0,103.143,78.0,4.0,2.857,42.557,2.255,1.876,1.419,0.073,0.052,1.29,,,,,,,,,2640.0,87698.0,1.595,0.048,2504.0,0.046,0.0412,24.3,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03333333333333333
KEN,Africa,Kenya,2020-06-05,2474.0,134.0,104.143,79.0,1.0,2.429,44.994,2.437,1.894,1.437,0.018,0.044,1.31,,,,,,,,,3177.0,90875.0,1.653,0.058,2410.0,0.044,0.0432,23.1,tests performed,,,,,,,,,,,,,,88.89,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03193209377526273
KEN,Africa,Kenya,2020-06-06,2600.0,126.0,101.714,83.0,4.0,2.857,47.285,2.292,1.85,1.509,0.073,0.052,1.29,,,,,,,,,3632.0,94507.0,1.719,0.066,2605.0,0.047,0.039,25.6,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.03192307692307692
KEN,Africa,Kenya,2020-06-07,2767.0,167.0,115.0,84.0,1.0,2.857,50.322,3.037,2.091,1.528,0.018,0.052,1.28,,,,,,,,,2833.0,97340.0,1.77,0.052,2686.0,0.049,0.0428,23.4,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.030357788218286955
KEN,Africa,Kenya,2020-06-08,2872.0,105.0,121.571,85.0,1.0,2.286,52.232,1.91,2.211,1.546,0.018,0.042,1.22,,,,,,,,,1099.0,98439.0,1.79,0.02,2626.0,0.048,0.0463,21.6,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.029596100278551533
KEN,Africa,Kenya,2020-06-09,2989.0,117.0,128.0,88.0,3.0,2.429,54.36,2.128,2.328,1.6,0.055,0.044,1.16,,,,,,,,,2244.0,100683.0,1.831,0.041,2534.0,0.046,0.0505,19.8,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.029441284710605555
KEN,Africa,Kenya,2020-06-10,3094.0,105.0,125.429,89.0,1.0,2.143,56.269,1.91,2.281,1.619,0.018,0.039,1.09,,,,,,,,,2273.0,102956.0,1.872,0.041,2557.0,0.047,0.0491,20.4,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.028765352294764058
KEN,Africa,Kenya,2020-06-11,3215.0,121.0,125.0,92.0,3.0,2.0,58.47,2.201,2.273,1.673,0.055,0.036,1.08,,,,,,,,,3291.0,106247.0,1.932,0.06,2650.0,0.048,0.0472,21.2,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.028615863141524107
KEN,Africa,Kenya,2020-06-12,3305.0,90.0,118.714,96.0,4.0,2.429,60.107,1.637,2.159,1.746,0.073,0.044,1.11,,,,,,,,,2419.0,108666.0,1.976,0.044,2542.0,0.046,0.0467,21.4,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.029046898638426626
KEN,Africa,Kenya,2020-06-13,3457.0,152.0,122.429,100.0,4.0,2.429,62.871,2.764,2.227,1.819,0.073,0.044,1.16,,,,,,,,,3505.0,112171.0,2.04,0.064,2523.0,0.046,0.0485,20.6,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.028926815157651144
KEN,Africa,Kenya,2020-06-14,3594.0,137.0,118.143,103.0,3.0,2.714,65.362,2.492,2.149,1.873,0.055,0.049,1.18,,,,,,,,,3165.0,115336.0,2.098,0.058,2571.0,0.047,0.046,21.8,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.028658875904284918
KEN,Africa,Kenya,2020-06-15,3727.0,133.0,122.143,104.0,1.0,2.714,67.781,2.419,2.221,1.891,0.018,0.049,1.23,,,,,,,,,3365.0,118701.0,2.159,0.061,2895.0,0.053,0.0422,23.7,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02790448081566944
KEN,Africa,Kenya,2020-06-16,3860.0,133.0,124.429,105.0,1.0,2.429,70.2,2.419,2.263,1.91,0.018,0.044,1.22,,,,,,,,,3255.0,121956.0,2.218,0.059,3039.0,0.055,0.0409,24.4,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.027202072538860103
KEN,Africa,Kenya,2020-06-17,4044.0,184.0,135.714,107.0,2.0,2.571,73.546,3.346,2.468,1.946,0.036,0.047,1.22,,,,,,,,,,,,,3324.0,0.06,0.0408,24.5,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02645895153313551
KEN,Africa,Kenya,2020-06-18,4257.0,213.0,148.857,117.0,10.0,3.571,77.42,3.874,2.707,2.128,0.182,0.065,1.21,,,,,,,,,,130498.0,2.373,,3464.0,0.063,0.043,23.3,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02748414376321353
KEN,Africa,Kenya,2020-06-19,4374.0,117.0,152.714,119.0,2.0,3.286,79.548,2.128,2.777,2.164,0.036,0.06,1.16,,,,,,,,,3043.0,133541.0,2.429,0.055,3554.0,0.065,0.043,23.3,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.027206218564243257
KEN,Africa,Kenya,2020-06-20,4478.0,104.0,145.857,121.0,2.0,3.0,81.439,1.891,2.653,2.201,0.036,0.055,1.15,,,,,,,,,2820.0,136361.0,2.48,0.051,3456.0,0.063,0.0422,23.7,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.027020991514068782
KEN,Africa,Kenya,2020-06-21,4738.0,260.0,163.429,123.0,2.0,2.857,86.168,4.729,2.972,2.237,0.036,0.052,1.21,,,,,,,,,3651.0,140012.0,2.546,0.066,3525.0,0.064,0.0464,21.6,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.025960320810468552
KEN,Africa,Kenya,2020-06-22,4797.0,59.0,152.857,125.0,2.0,3.0,87.241,1.073,2.78,2.273,0.036,0.055,1.18,,,,,,,,,2354.0,142366.0,2.589,0.043,3381.0,0.061,0.0452,22.1,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02605795288722118
KEN,Africa,Kenya,2020-06-23,4952.0,155.0,156.0,128.0,3.0,3.286,90.06,2.819,2.837,2.328,0.055,0.06,1.21,,,,,,,,,4171.0,146537.0,2.665,0.076,3512.0,0.064,0.0444,22.5,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.025848142164781908
KEN,Africa,Kenya,2020-06-24,5206.0,254.0,166.0,130.0,2.0,3.286,94.679,4.619,3.019,2.364,0.036,0.06,1.24,,,,,,,,,4859.0,151396.0,2.753,0.088,3596.0,0.065,0.0462,21.7,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.024971187091817133
KEN,Africa,Kenya,2020-06-25,5384.0,178.0,161.0,132.0,2.0,2.143,97.916,3.237,2.928,2.401,0.036,0.039,1.21,,,,,,,,,3918.0,155314.0,2.825,0.071,3545.0,0.064,0.0454,22.0,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02451708766716196
KEN,Africa,Kenya,2020-06-26,5533.0,149.0,165.571,137.0,5.0,2.571,100.626,2.71,3.011,2.492,0.091,0.047,1.23,,,,,,,,,3090.0,158404.0,2.881,0.056,3552.0,0.065,0.0466,21.5,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.0247605277426351
KEN,Africa,Kenya,2020-06-27,5811.0,278.0,190.429,141.0,4.0,2.857,105.682,5.056,3.463,2.564,0.073,0.052,1.28,,,,,,,,,4074.0,162478.0,2.955,0.074,3731.0,0.068,0.051,19.6,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.024264326277749097
KEN,Africa,Kenya,2020-06-28,6070.0,259.0,190.286,143.0,2.0,2.857,110.392,4.71,3.461,2.601,0.036,0.052,1.27,,,,,,,,,2718.0,165196.0,3.004,0.049,3598.0,0.065,0.0529,18.9,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.023558484349258647
KEN,Africa,Kenya,2020-06-29,6190.0,120.0,199.0,144.0,1.0,2.714,112.575,2.182,3.619,2.619,0.018,0.049,1.25,,,,,,,,,2221.0,167417.0,3.045,0.04,3579.0,0.065,0.0556,18.0,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.023263327948303717
KEN,Africa,Kenya,2020-06-30,6366.0,176.0,202.0,148.0,4.0,2.857,115.776,3.201,3.674,2.692,0.073,0.052,1.26,,,,,,,,,2419.0,169836.0,3.089,0.044,3328.0,0.061,0.0607,16.5,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.023248507697141062
KEN,Africa,Kenya,2020-07-01,6673.0,307.0,209.571,149.0,1.0,2.714,121.359,5.583,3.811,2.71,0.018,0.049,1.29,,,,,,,,,3519.0,173355.0,3.153,0.064,3137.0,0.057,0.0668,15.0,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.022328787651730856
KEN,Africa,Kenya,2020-07-02,6941.0,268.0,222.429,152.0,3.0,2.857,126.233,4.874,4.045,2.764,0.055,0.052,1.29,,,,,,,,,2704.0,176059.0,3.202,0.049,2964.0,0.054,0.075,13.3,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.021898861835470393
KEN,Africa,Kenya,2020-07-03,7188.0,247.0,236.429,154.0,2.0,2.429,130.725,4.492,4.3,2.801,0.036,0.044,1.3,,,,,,,,,4147.0,180206.0,3.277,0.075,3115.0,0.057,0.0759,13.2,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02142459654980523
KEN,Africa,Kenya,2020-07-04,7577.0,389.0,252.286,159.0,5.0,2.571,137.799,7.075,4.588,2.892,0.091,0.047,1.32,,,,,,,,,4829.0,185035.0,3.365,0.088,3222.0,0.059,0.0783,12.8,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.020984558532400686
KEN,Africa,Kenya,2020-07-05,7886.0,309.0,259.429,160.0,1.0,2.429,143.419,5.62,4.718,2.91,0.018,0.044,1.27,,,,,,,,,4228.0,189263.0,3.442,0.077,3438.0,0.063,0.0755,13.3,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.02028911995942176
KEN,Africa,Kenya,2020-07-06,8067.0,181.0,268.143,164.0,4.0,2.857,146.711,3.292,4.877,2.983,0.073,0.052,1.24,,,,,,,,,2131.0,191394.0,3.481,0.039,3425.0,0.062,0.0783,12.8,tests performed,,,,,,,,,,,,,,86.11,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.020329738440560307
KEN,Africa,Kenya,2020-07-07,8250.0,183.0,269.143,167.0,3.0,2.714,150.039,3.328,4.895,3.037,0.055,0.049,1.22,,,,,,,,,2061.0,193455.0,3.518,0.037,3374.0,0.061,0.0798,12.5,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.020242424242424242
KEN,Africa,Kenya,2020-07-08,8528.0,278.0,265.0,169.0,2.0,2.857,155.095,5.056,4.819,3.074,0.036,0.052,1.25,,,,,,,,,3053.0,196508.0,3.574,0.056,3308.0,0.06,0.0801,12.5,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.019817073170731708
KEN,Africa,Kenya,2020-07-09,8975.0,447.0,290.571,173.0,4.0,3.0,163.224,8.129,5.284,3.146,0.073,0.055,1.32,,,,,,,,,3803.0,200311.0,3.643,0.069,3465.0,0.063,0.0839,11.9,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.019275766016713092
KEN,Africa,Kenya,2020-07-10,9448.0,473.0,322.857,181.0,8.0,3.857,171.826,8.602,5.872,3.292,0.145,0.07,1.33,,,,,,,,,6273.0,206584.0,3.757,0.114,3768.0,0.069,0.0857,11.7,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.01915749364944962
KEN,Africa,Kenya,2020-07-11,9726.0,278.0,307.0,184.0,3.0,3.571,176.882,5.056,5.583,3.346,0.055,0.065,1.27,,,,,,,,,1403.0,207987.0,3.783,0.026,3279.0,0.06,0.0936,10.7,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.018918363150318734
KEN,Africa,Kenya,2020-07-12,10105.0,379.0,317.0,185.0,1.0,3.571,183.775,6.893,5.765,3.365,0.018,0.065,1.27,,,,,,,,,7050.0,215037.0,3.911,0.128,3682.0,0.067,0.0861,11.6,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.01830776843146957
KEN,Africa,Kenya,2020-07-13,10294.0,189.0,318.143,197.0,12.0,4.714,187.212,3.437,5.786,3.583,0.218,0.086,1.29,,,,,,,,,1205.0,216242.0,3.933,0.022,3550.0,0.065,0.0896,11.2,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.019137361569846512
KEN,Africa,Kenya,2020-07-14,10791.0,497.0,363.0,202.0,5.0,5.0,196.251,9.039,6.602,3.674,0.091,0.091,1.34,,,,,,,,,4992.0,221234.0,4.023,0.091,3968.0,0.072,0.0915,10.9,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.018719303122972847
KEN,Africa,Kenya,2020-07-15,11252.0,461.0,389.143,209.0,7.0,5.714,204.635,8.384,7.077,3.801,0.127,0.104,1.32,,,,,,,,,4261.0,225495.0,4.101,0.077,4141.0,0.075,0.094,10.6,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.018574475648773552
KEN,Africa,Kenya,2020-07-16,11673.0,421.0,385.429,217.0,8.0,6.286,212.292,7.657,7.01,3.946,0.145,0.114,1.29,,,,,,,,,3895.0,229390.0,4.172,0.071,4154.0,0.076,0.0928,10.8,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.01858990833547503
KEN,Africa,Kenya,2020-07-17,12062.0,389.0,373.429,222.0,5.0,5.857,219.366,7.075,6.791,4.037,0.091,0.107,1.32,,,,,,,,,3545.0,232935.0,4.236,0.064,3764.0,0.068,0.0992,10.1,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.018404907975460124
KEN,Africa,Kenya,2020-07-18,12750.0,688.0,432.0,225.0,3.0,5.857,231.878,12.512,7.857,4.092,0.055,0.107,1.38,,,,,,,,,5228.0,238163.0,4.331,0.095,4311.0,0.078,0.1002,10.0,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.01764705882352941
KEN,Africa,Kenya,2020-07-19,13353.0,603.0,464.0,234.0,9.0,7.0,242.845,10.966,8.439,4.256,0.164,0.127,1.35,,,,,,,,,5724.0,243887.0,4.435,0.104,4121.0,0.075,0.1126,8.9,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.017524151875982927
KEN,Africa,Kenya,2020-07-20,13771.0,418.0,496.714,238.0,4.0,5.857,250.447,7.602,9.034,4.328,0.073,0.107,1.33,,,,,,,,,2474.0,246361.0,4.48,0.045,4303.0,0.078,0.1154,8.7,tests performed,,,,,,,,,,,,,,81.48,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,0.01728269551957011
